timestamp,BTC,LTC,XRP,DOGE,XMR,DASH,XLM,USDT,ETH,ETC,WAVES,ZEC,DCR,NEO,BNB
2017-11-09,7143.580078125,64.26969909667969,0.2174880057573318,0.0014149999478831,120.77999877929688,326.00799560546875,0.0399460010230541,1.008180022239685,320.8840026855469,14.209500312805176,4.9060797691345215,261.9989929199219,33.0630989074707,31.903200149536133,1.990769982337952
2017-11-10,6618.14013671875,59.260101318359375,0.2064830064773559,0.0011630000080913,105.58599853515624,329.5710144042969,0.0330730006098747,1.0060100555419922,299.25299072265625,14.603099822998049,4.237820148468018,237.88299560546875,30.274900436401367,28.17889976501465,1.796839952468872
2017-11-11,6357.60009765625,62.30329895019531,0.2104299962520599,0.0012009999481961,119.61599731445312,346.0559997558594,0.0330529995262622,1.0089900493621826,314.6809997558594,19.420900344848636,4.118370056152344,253.5989990234375,30.71339988708496,28.528099060058597,1.6704699993133545
2017-11-12,5950.06982421875,59.005401611328125,0.1973389983177185,0.0010379999876022,123.8560028076172,536.1160278320312,0.0281819999217987,1.012470006942749,307.9079895019531,15.18369960784912,3.696470022201538,288.6709899902344,29.423799514770508,26.961700439453125,1.5196900367736816
2017-11-13,6559.490234375,61.39649963378906,0.2034420073032379,0.001211000024341,123.4020004272461,427.37298583984375,0.0306560005992651,1.0093499422073364,316.71600341796875,16.105899810791016,4.396100044250488,265.4530029296875,31.78779983520508,28.40239906311035,1.686619997024536
2017-11-14,6635.75,62.67959976196289,0.2098249942064285,0.0011840000515803,122.35299682617188,427.5409851074219,0.0363739989697933,1.0068299770355225,337.6310119628906,17.865999221801758,5.033470153808594,271.4389953613281,34.315799713134766,29.725500106811523,1.592579960823059
2017-11-15,7315.5400390625,63.82360076904297,0.2129559963941574,0.0013389999512583,121.3740005493164,424.4129943847656,0.0370530001819133,1.0031800270080566,333.35699462890625,17.54800033569336,5.04601001739502,290.56500244140625,34.35139846801758,29.347999572753903,1.5304499864578247
2017-11-16,7871.68994140625,71.0602035522461,0.2271070033311844,0.0013899999903514,120.30500030517578,418.1820068359375,0.0372340008616447,1.002120018005371,330.92401123046875,16.880699157714844,4.756229877471924,294.9079895019531,32.63949966430664,28.70369911193848,1.5779199600219729
2017-11-17,7708.990234375,67.56900024414062,0.2265810072422027,0.0013129999861121,126.6999969482422,424.9830017089844,0.0355719998478889,1.001389980316162,332.3940124511719,17.24449920654297,4.777699947357178,291.1889953613281,32.035499572753906,40.50239944458008,1.5103600025177002
2017-11-18,7790.14990234375,69.6436996459961,0.2286269962787628,0.0013729999773204,130.7989959716797,454.7420043945313,0.0365829989314079,1.002310037612915,347.61199951171875,17.7185001373291,5.297760009765625,298.14599609375,34.82389831542969,42.73939895629883,1.6743299961090088
2017-11-19,8036.490234375,71.58930206298828,0.231015995144844,0.0013760000001639,129.47900390625,442.3110046386719,0.036566000431776,1.0024399757385254,354.385986328125,17.91659927368164,5.122119903564453,299.3330078125,35.060298919677734,39.75239944458008,1.6137700080871582
2017-11-20,8200.6396484375,72.25279998779297,0.2387589961290359,0.0013940000208094,135.76499938964844,486.5350036621094,0.0381209999322891,1.0019199848175049,366.7300109863281,18.394899368286133,5.273119926452637,302.1659851074219,34.04309844970703,35.63589859008789,1.6244499683380127
2017-11-21,8071.259765625,70.0282974243164,0.2332710027694702,0.001388999982737,141.73800659179688,494.2130126953125,0.0376680009067058,0.996047019958496,360.4010009765625,17.799699783325195,5.187240123748779,290.6369934082031,34.1411018371582,34.359500885009766,1.5740599632263184
2017-11-22,8253.5498046875,71.8927993774414,0.2388589978218078,0.0018230000277981,165.9499969482422,578.8460083007812,0.042298998683691,1.0001499652862549,380.6520080566406,17.992000579833984,5.293980121612549,319.73199462890625,40.418701171875,35.85810089111328,1.6117500066757202
2017-11-23,8038.77001953125,73.22339630126953,0.2424020022153854,0.001890999963507,158.60699462890625,566.6790161132812,0.0405349992215633,0.9946309924125672,410.1659851074219,18.225000381469727,5.18966007232666,311.5509948730469,42.96620178222656,34.902198791503906,1.548699975013733
2017-11-24,8253.6904296875,77.96829986572266,0.2446420043706894,0.0019079999765381,160.02699279785156,566.635009765625,0.040192998945713,1.00232994556427,474.9110107421875,21.44879913330078,5.228390216827393,346.364013671875,48.18069839477539,34.79159927368164,1.717710018157959
2017-11-25,8790.919921875,88.81690216064453,0.2523930072784424,0.0020719999447464,168.44200134277344,643.572021484375,0.0436390005052089,1.0054099559783936,466.2760009765625,21.70560073852539,5.348999977111816,344.6990051269531,49.95550155639648,38.12519836425781,1.873870015144348
2017-11-26,9330.5498046875,85.92680358886719,0.2488179951906204,0.002026000060141,163.37399291992188,621.6229858398438,0.0488959997892379,1.008679986000061,471.3299865722656,22.215999603271484,5.684919834136963,340.1440124511719,61.72909927368164,38.44409942626953,1.8531299829483032
2017-11-27,9818.349609375,91.60269927978516,0.2539269924163818,0.0019880000036209,173.39199829101562,632.2960205078125,0.0598430000245571,1.001289963722229,480.3550109863281,25.75349998474121,5.6540398597717285,347.5119934082031,60.03960037231445,40.12540054321289,1.9429800510406492
2017-11-28,10058.7998046875,96.03379821777344,0.2991519868373871,0.0023630000650882,203.2100067138672,626.4210205078125,0.0814149975776672,1.0001399517059326,472.9020080566406,33.9827995300293,5.929319858551025,371.2430114746094,55.996700286865234,38.07830047607422,1.917109966278076
